"linked_id","before","after"
2472,"plugin/core/gvrender_core_svg.c","plugin/core/gvrender_core_svg.c"
2472,"tests/regression_tests/shapes/reference/doublecircle.svg","tests/regression_tests/shapes/reference/doublecircle.svg"
2472,"tests/regression_tests/shapes/reference/terminator.svg","tests/regression_tests/shapes/reference/terminator.svg"
2472,"tests/linux.x86/grdradial_node_dot.svg","tests/linux.x86/grdradial_node_dot.svg"
2472,"tests/linux.x86/grdcluster_dot.svg","tests/linux.x86/grdcluster_dot.svg"
2472,"tests/regression_tests/shapes/reference/proteasesite.svg","tests/regression_tests/shapes/reference/proteasesite.svg"
2472,"tests/regression_tests/shapes/reference/tripleoctagon.svg","tests/regression_tests/shapes/reference/tripleoctagon.svg"
2472,"tests/regression_tests/shapes/reference/octagon.svg","tests/regression_tests/shapes/reference/octagon.svg"
2472,"tests/regression_tests/shapes/reference/rpromoter.svg","tests/regression_tests/shapes/reference/rpromoter.svg"
2472,"tests/regression_tests/shapes/reference/cylinder.svg","tests/regression_tests/shapes/reference/cylinder.svg"
2472,"tests/regression_tests/shapes/reference/invtriangle.svg","tests/regression_tests/shapes/reference/invtriangle.svg"
2472,"tests/regression_tests/shapes/reference/promoter.svg","tests/regression_tests/shapes/reference/promoter.svg"
2472,"tests/linux.x86/html2_dot.svg","tests/linux.x86/html2_dot.svg"
2472,"tests/regression_tests/shapes/reference/rectangle.svg","tests/regression_tests/shapes/reference/rectangle.svg"
2472,"tests/linux.x86/grdshapes_dot.svg","tests/linux.x86/grdshapes_dot.svg"
2472,"tests/regression_tests/shapes/reference/rnastab.svg","tests/regression_tests/shapes/reference/rnastab.svg"
2472,"tests/regression_tests/shapes/reference/lpromoter.svg","tests/regression_tests/shapes/reference/lpromoter.svg"
2472,"tests/linux.x86/grdlinear_angle_dot.svg","tests/linux.x86/grdlinear_angle_dot.svg"
2472,"tests/regression_tests/shapes/reference/house.svg","tests/regression_tests/shapes/reference/house.svg"
2472,"tests/regression_tests/shapes/reference/tab.svg","tests/regression_tests/shapes/reference/tab.svg"
2472,"tests/regression_tests/shapes/reference/signature.svg","tests/regression_tests/shapes/reference/signature.svg"
2472,"tests/regression_tests/shapes/reference/trapezium.svg","tests/regression_tests/shapes/reference/trapezium.svg"
2472,"tests/regression_tests/shapes/reference/larrow.svg","tests/regression_tests/shapes/reference/larrow.svg"
2472,"tests/regression_tests/shapes/reference/egg.svg","tests/regression_tests/shapes/reference/egg.svg"
2472,"tests/regression_tests/shapes/reference/oval.svg","tests/regression_tests/shapes/reference/oval.svg"
2472,"tests/regression_tests/shapes/reference/hexagon.svg","tests/regression_tests/shapes/reference/hexagon.svg"
2472,"tests/regression_tests/shapes/reference/invtrapezium.svg","tests/regression_tests/shapes/reference/invtrapezium.svg"
2472,"tests/regression_tests/shapes/reference/underline.svg","tests/regression_tests/shapes/reference/underline.svg"
2472,"tests/regression_tests/shapes/reference/primersite.svg","tests/regression_tests/shapes/reference/primersite.svg"
2472,"tests/regression_tests/shapes/reference/utr.svg","tests/regression_tests/shapes/reference/utr.svg"
2472,"tests/regression_tests/shapes/reference/doubleoctagon.svg","tests/regression_tests/shapes/reference/doubleoctagon.svg"
1691,"CHANGELOG.md","CHANGELOG.md"
2472,"tests/linux.x86/grdangles_dot.svg","tests/linux.x86/grdangles_dot.svg"
2472,"tests/regression_tests/shapes/reference/Mdiamond.svg","tests/regression_tests/shapes/reference/Mdiamond.svg"
2472,"tests/regression_tests/shapes/reference/none.svg","tests/regression_tests/shapes/reference/none.svg"
2472,"tests/regression_tests/shapes/reference/plaintext.svg","tests/regression_tests/shapes/reference/plaintext.svg"
2472,"tests/usershape.svg","tests/usershape.svg"
2472,"tests/regression_tests/shapes/reference/insulator.svg","tests/regression_tests/shapes/reference/insulator.svg"
2472,"tests/regression_tests/shapes/reference/restrictionsite.svg","tests/regression_tests/shapes/reference/restrictionsite.svg"
2472,"tests/regression_tests/shapes/reference/triangle.svg","tests/regression_tests/shapes/reference/triangle.svg"
2472,"tests/regression_tests/shapes/reference/cds.svg","tests/regression_tests/shapes/reference/cds.svg"
2472,"tests/regression_tests/shapes/reference/rarrow.svg","tests/regression_tests/shapes/reference/rarrow.svg"
2472,"tests/regression_tests/shapes/reference/proteinstab.svg","tests/regression_tests/shapes/reference/proteinstab.svg"
2472,"tests/regression_tests/shapes/reference/star.svg","tests/regression_tests/shapes/reference/star.svg"
1578,"rtest/test_regression.py","rtest/test_regression.py"
1578,"ci/build.sh","ci/build.sh"
1578,"cmd/dot/CMakeLists.txt","cmd/dot/CMakeLists.txt"
1578,"cmake/package_info.cmake","cmake/package_info.cmake"
1578,".gitlab-ci.yml",".gitlab-ci.yml"
1578,"ci/install-packages.sh","ci/install-packages.sh"
1578,"lib/pack/CMakeLists.txt","lib/pack/CMakeLists.txt"
1578,"cmd/tools/CMakeLists.txt","cmd/tools/CMakeLists.txt"
1578,"lib/sparse/CMakeLists.txt","lib/sparse/CMakeLists.txt"
1578,"CMakeLists.txt","CMakeLists.txt"
1578,"lib/common/CMakeLists.txt","lib/common/CMakeLists.txt"
1578,"lib/gvc/CMakeLists.txt","lib/gvc/CMakeLists.txt"
1578,"rtest/rtest.py","rtest/rtest.py"
2023,"rtest/test_regression.py","rtest/test_regression.py"
2023,"lib/cgraph/cgraph.h","lib/cgraph/cgraph.h"
2023,"rtest/2089.c","rtest/2089.c"
1375,"doc/info/lang.html","doc/info/lang.html"
1375,"doc/build.html","doc/build.html"
1375,"cmd/dot/patchwork.1","cmd/dot/patchwork.1"
1375,"doc/winbuild.html","doc/winbuild.html"
1375,"doc/FAQ.html","doc/FAQ.html"
1375,"macosx/graphviz.help/graphviz.html","macosx/graphviz.help/graphviz.html"
1375,"cmd/edgepaint/edgepaint.1","cmd/edgepaint/edgepaint.1"
1375,"doc/libgraph/Agraph.tex","doc/libgraph/Agraph.tex"
1375,"doc/libguide/basic.tex","doc/libguide/basic.tex"
1375,"cmd/dot/osage.1","cmd/dot/osage.1"
1375,"doc/smyrna/intro.tex","doc/smyrna/intro.tex"
1375,"cmd/dot/dot.1","cmd/dot/dot.1"
2958,"plugin/core/gvrender_core_map.c","plugin/core/gvrender_core_map.c"
2958,"CHANGELOG.md","CHANGELOG.md"
1560,"windows/bin/build.ps1","windows/bin/build.ps1"
1560,"windows/bin/setup-and-build.ps1","windows/bin/setup-and-build.ps1"
1801,"config/config_python.py","config/config_python.py"
1751,"ci/ubuntu-18.04/Dockerfile","ci/ubuntu-18.04/Dockerfile"
2672,"lib/ortho/maze.c","lib/ortho/maze.c"
2672,"lib/ortho/trap.h","lib/ortho/trap.h"
2672,"lib/ortho/partition.c","lib/ortho/partition.c"
2672,"CHANGELOG.md","CHANGELOG.md"
2672,"tests/test_regression.py","tests/test_regression.py"
2601,"lib/common/shapes.c","lib/common/shapes.c"
2043,"share/gvpr.vim","share/gvpr.vim"
1535,"lib/cgraph/scan.l","lib/cgraph/scan.l"
2058,"lib/gvc++/GVRenderData.h","lib/gvc++/GVRenderData.h"
2058,"tests/test_AGraph_construction.cpp","tests/test_AGraph_construction.cpp"
2058,"lib/gvc++/GVContext.cpp","lib/gvc++/GVContext.cpp"
2058,"lib/gvc++/GVLayout.h","lib/gvc++/GVLayout.h"
2058,"lib/gvc/gvc.def","lib/gvc/gvc.def"
2058,".gitlab-ci.yml",".gitlab-ci.yml"
2058,"gen_version.py","gen_version.py"
2058,"tests/test_GVLayout_construction.cpp","tests/test_GVLayout_construction.cpp"
2058,"CHANGELOG.md","CHANGELOG.md"
2058,"CMakeLists.txt","CMakeLists.txt"
2058,"lib/gvc++/GVContext.h","lib/gvc++/GVContext.h"
2058,"lib/CMakeLists.txt","lib/CMakeLists.txt"
2058,"lib/cgraph++/AGraph.h","lib/cgraph++/AGraph.h"
2058,"lib/cgraph++/CMakeLists.txt","lib/cgraph++/CMakeLists.txt"
2058,"ci/build_windows.py","ci/build_windows.py"
2058,"lib/cgraph++/AGraph.cpp","lib/cgraph++/AGraph.cpp"
2058,"tests/test_GVContext_construction.cpp","tests/test_GVContext_construction.cpp"
2058,"lib/gvc/gvc.h","lib/gvc/gvc.h"
2058,"lib/gvc++/CMakeLists.txt","lib/gvc++/CMakeLists.txt"
2058,"tests/test_GVLayout_render.cpp","tests/test_GVLayout_render.cpp"
2058,"lib/gvc++/GVLayout.cpp","lib/gvc++/GVLayout.cpp"
2058,"lib/gvc/gvlayout.c","lib/gvc/gvlayout.c"
2058,"tests/CMakeLists.txt","tests/CMakeLists.txt"
2058,"lib/gvc++/GVRenderData.cpp","lib/gvc++/GVRenderData.cpp"
2608,"contrib/diffimg/Makefile.am","contrib/diffimg/Makefile.am"
2608,"lib/cgraph/Makefile.am","lib/cgraph/Makefile.am"
2608,"plugin/xlib/Makefile.am","plugin/xlib/Makefile.am"
2608,"cmd/gvmap/Makefile.am","cmd/gvmap/Makefile.am"
2608,"cmd/dot/Makefile.am","cmd/dot/Makefile.am"
2608,"lib/gvc/Makefile.am","lib/gvc/Makefile.am"
2608,"configure.ac","configure.ac"
2608,"cmd/tools/Makefile.am","cmd/tools/Makefile.am"
2608,"tclpkg/tcldot/Makefile.am","tclpkg/tcldot/Makefile.am"
2608,"lib/gvpr/Makefile.am","lib/gvpr/Makefile.am"
2608,"lib/pack/Makefile.am","lib/pack/Makefile.am"
2608,"cmd/mingle/Makefile.am","cmd/mingle/Makefile.am"
2608,"cmd/edgepaint/Makefile.am","cmd/edgepaint/Makefile.am"
2608,"cmd/gvedit/Makefile.am","cmd/gvedit/Makefile.am"
2608,"lib/expr/Makefile.am","lib/expr/Makefile.am"
2608,"cmd/gvpr/Makefile.am","cmd/gvpr/Makefile.am"
2608,"contrib/prune/Makefile.am","contrib/prune/Makefile.am"
2608,"lib/pathplan/Makefile.am","lib/pathplan/Makefile.am"
2608,"lib/xdot/Makefile.am","lib/xdot/Makefile.am"
2608,"tclpkg/gdtclft/Makefile.am","tclpkg/gdtclft/Makefile.am"
2608,"tclpkg/gv/Makefile.am","tclpkg/gv/Makefile.am"
2608,"lib/cdt/Makefile.am","lib/cdt/Makefile.am"
2608,"tclpkg/tkspline/Makefile.am","tclpkg/tkspline/Makefile.am"
2608,"cmd/smyrna/Makefile.am","cmd/smyrna/Makefile.am"
3027,"cmd/gvedit/CMakeLists.txt","cmd/gvedit/CMakeLists.txt"
3027,"cmd/gvedit/mdichild.cpp","cmd/gvedit/mdichild.cpp"
3027,"cmd/gvedit/mainwindow.cpp","cmd/gvedit/mainwindow.cpp"
3027,"CHANGELOG.md","CHANGELOG.md"
2250,"debian/changelog.in","debian/changelog.in"
2250,"debian/control","debian/control"
2701,"tests/Makefile.am","tests/Makefile.am"
2701,"tests/svg_element.cpp","tests/svg_element.cpp"
2701,"tests/test_max_edge_stem_arrow_overlap_simple.cpp","tests/test_max_edge_stem_arrow_overlap_simple.cpp"
2701,"tests/test_edge_node_overlap_normal_and_inv_edge_arrows.cpp","tests/test_edge_node_overlap_normal_and_inv_edge_arrows.cpp"
2701,"tests/test_edge_node_overlap_point_node_shape.cpp","tests/test_edge_node_overlap_point_node_shape.cpp"
2701,"tests/test_edge_node_overlap_simple.cpp","tests/test_edge_node_overlap_simple.cpp"
2701,"lib/common/arrows.c","lib/common/arrows.c"
2701,"CHANGELOG.md","CHANGELOG.md"
2701,"lib/common/shapes.c","lib/common/shapes.c"
2701,"tests/test_regression.py","tests/test_regression.py"
2701,"tests/tests_subset.txt","tests/tests_subset.txt"
2701,"tests/test_max_edge_node_overlap_polygon_node_shapes.cpp","tests/test_max_edge_node_overlap_polygon_node_shapes.cpp"
2701,"tests/test_edge_node_overlap_ellipse_node_shapes_except_point.cpp","tests/test_edge_node_overlap_ellipse_node_shapes_except_point.cpp"
2701,"lib/common/splines.c","lib/common/splines.c"
2701,"lib/common/types.h","lib/common/types.h"
2701,"tests/test_edge_node_overlap_polygon_node_shapes.cpp","tests/test_edge_node_overlap_polygon_node_shapes.cpp"
2701,"tests/test_max_edge_node_overlap_simple.cpp","tests/test_max_edge_node_overlap_simple.cpp"
2701,"tests/test_min_edge_stem_arrow_overlap_simple.cpp","tests/test_min_edge_stem_arrow_overlap_simple.cpp"
2701,"tests/test_edge_node_overlap_normal_and_inv_edge_arrows_all_modifiers.cpp","tests/test_edge_node_overlap_normal_and_inv_edge_arrows_all_modifiers.cpp"
2701,"lib/common/const.h","lib/common/const.h"
1928,"rtest/test_tools.py","rtest/test_tools.py"
2793,"tests/2258.dot","tests/2258.dot"
2793,"DEVELOPERS.md","DEVELOPERS.md"
2793,"tests/test_regression.py","tests/test_regression.py"
1584,"configure.ac","configure.ac"
1584,"tests/regression_tests/vuln/CMakeLists.txt","tests/regression_tests/vuln/CMakeLists.txt"
1584,"tests/regression_tests/CMakeLists.txt","tests/regression_tests/CMakeLists.txt"
1584,"tests/regression_tests/shapes/CMakeLists.txt","tests/regression_tests/shapes/CMakeLists.txt"
1584,"tests/CMakeLists.txt","tests/CMakeLists.txt"
1584,"CHANGELOG.md","CHANGELOG.md"
1584,"CMakeLists.txt","CMakeLists.txt"
1708,"lib/dotgen/dotsplines.c","lib/dotgen/dotsplines.c"
1708,"CHANGELOG.md","CHANGELOG.md"
1438,"cmd/tools/ccomps.vcxproj","cmd/tools/ccomps.vcxproj"
1438,"cmd/tools/gc.vcxproj","cmd/tools/gc.vcxproj"
1438,"lib/sfio/sfio.vcxproj","lib/sfio/sfio.vcxproj"
1438,"cmd/tools/gvgen.vcxproj","cmd/tools/gvgen.vcxproj"
1438,"lib/ast/ast.vcxproj","lib/ast/ast.vcxproj"
1438,"plugin/dot_layout/gvplugin_dot_layout.vcxproj","plugin/dot_layout/gvplugin_dot_layout.vcxproj"
1438,".gitlab-ci.yml",".gitlab-ci.yml"
1438,"lib/cgraph/cgraph.vcxproj","lib/cgraph/cgraph.vcxproj"
1438,"lib/circogen/gvcircogen.vcxproj","lib/circogen/gvcircogen.vcxproj"
1438,"lib/edgepaint/lab.c","lib/edgepaint/lab.c"
1438,"cmd/gvpr/gvpr.vcxproj","cmd/gvpr/gvpr.vcxproj"
1438,"cmd/dot/dot.vcxproj","cmd/dot/dot.vcxproj"
1438,"cmd/smyrna/smyrna.vcxproj","cmd/smyrna/smyrna.vcxproj"
1438,"cmd/tools/graphml2gv.vcxproj","cmd/tools/graphml2gv.vcxproj"
1438,"lib/edgepaint/lab_gamut.c","lib/edgepaint/lab_gamut.c"
1438,"lib/twopigen/gvtwopigen.vcxproj","lib/twopigen/gvtwopigen.vcxproj"
1438,"lib/edgepaint/lab_gamut.vcxproj","lib/edgepaint/lab_gamut.vcxproj"
1438,"lib/osage/osage.vcxproj","lib/osage/osage.vcxproj"
1438,"plugin/core/gvplugin_core.vcxproj","plugin/core/gvplugin_core.vcxproj"
1438,"cmd/tools/gvpack.vcxproj","cmd/tools/gvpack.vcxproj"
1438,"lib/vpsc/vpsc.vcxproj","lib/vpsc/vpsc.vcxproj"
1438,"lib/ortho/gvortho.vcxproj","lib/ortho/gvortho.vcxproj"
1438,"lib/xdot/xdot.vcxproj","lib/xdot/xdot.vcxproj"
1438,"plugin/gdiplus/gvplugin_gdiplus.vcxproj","plugin/gdiplus/gvplugin_gdiplus.vcxproj"
1438,"cmd/tools/dijkstra.vcxproj","cmd/tools/dijkstra.vcxproj"
1438,"lib/patchwork/gvpatchwork.vcxproj","lib/patchwork/gvpatchwork.vcxproj"
1438,"lib/edgepaint/lab_gamut.h","lib/edgepaint/lab_gamut.h"
1438,"lib/edgepaint/edgepaintlib.vcxproj","lib/edgepaint/edgepaintlib.vcxproj"
1438,"cmd/lneato/lneato.vcxproj","cmd/lneato/lneato.vcxproj"
1438,"CHANGELOG.md","CHANGELOG.md"
1438,"cmd/tools/unflatten.vcxproj","cmd/tools/unflatten.vcxproj"
1438,"windows/getopt/getopt.vcxproj","windows/getopt/getopt.vcxproj"
1438,"cmd/edgepaint/edgepaint.vcxproj","cmd/edgepaint/edgepaint.vcxproj"
1438,"lib/ingraphs/ingraphs.vcxproj","lib/ingraphs/ingraphs.vcxproj"
1438,"lib/neatogen/gvneatogen.vcxproj","lib/neatogen/gvneatogen.vcxproj"
1438,"cmd/tools/bcomps.vcxproj","cmd/tools/bcomps.vcxproj"
1438,"cmd/tools/gxl2gv.vcxproj","cmd/tools/gxl2gv.vcxproj"
1438,"contrib/diffimg/diffimg.vcxproj","contrib/diffimg/diffimg.vcxproj"
1438,"lib/gvpr/gvprlib.vcxproj","lib/gvpr/gvprlib.vcxproj"
1438,"lib/expr/expr.vcxproj","lib/expr/expr.vcxproj"
1438,"lib/spine/spine.vcxproj","lib/spine/spine.vcxproj"
1438,"lib/rbtree/rbtree.vcxproj","lib/rbtree/rbtree.vcxproj"
1438,"DEVELOPERS.md","DEVELOPERS.md"
1438,"cmd/tools/gv2gml.vcxproj","cmd/tools/gv2gml.vcxproj"
1438,"cmd/tools/nop.vcxproj","cmd/tools/nop.vcxproj"
1438,"plugin/neato_layout/gvplugin_neato_layout.vcxproj","plugin/neato_layout/gvplugin_neato_layout.vcxproj"
1438,"lib/cdt/cdt.vcxproj","lib/cdt/cdt.vcxproj"
1438,"lib/topfish/topfish.vcxproj","lib/topfish/topfish.vcxproj"
1438,"plugin/pango/gvplugin_pango.vcxproj","plugin/pango/gvplugin_pango.vcxproj"
1438,"cmd/gvmap/gvmap.vcxproj","cmd/gvmap/gvmap.vcxproj"
1438,"cmd/tools/gml2gv.vcxproj","cmd/tools/gml2gv.vcxproj"
1438,"lib/sparse/gvsparse.vcxproj","lib/sparse/gvsparse.vcxproj"
1438,"cmd/tools/tred.vcxproj","cmd/tools/tred.vcxproj"
1438,"contrib/prune/prune.vcxproj","contrib/prune/prune.vcxproj"
1438,"cmd/tools/acyclic.vcxproj","cmd/tools/acyclic.vcxproj"
1438,"cmd/tools/mm2gv.vcxproj","cmd/tools/mm2gv.vcxproj"
1438,"lib/gvc.vcxproj","lib/gvc.vcxproj"
1438,"cmd/tools/sccmap.vcxproj","cmd/tools/sccmap.vcxproj"
1438,"lib/fdpgen/gvfdpgen.vcxproj","lib/fdpgen/gvfdpgen.vcxproj"
1438,"lib/glcomp/glcomp.vcxproj","lib/glcomp/glcomp.vcxproj"
1438,"lib/pathplan/Pathplan.vcxproj","lib/pathplan/Pathplan.vcxproj"
1438,"lib/mingle/minglelib.vcxproj","lib/mingle/minglelib.vcxproj"
1438,"lib/sfdpgen/sfdp.vcxproj","lib/sfdpgen/sfdp.vcxproj"
1438,"plugin/gd/gvplugin_gd.vcxproj","plugin/gd/gvplugin_gd.vcxproj"
1438,"lib/dotgen/gvdotgen.vcxproj","lib/dotgen/gvdotgen.vcxproj"
1438,"lib/vmalloc/vmalloc.vcxproj","lib/vmalloc/vmalloc.vcxproj"
1438,"cmd/mingle/mingle.vcxproj","cmd/mingle/mingle.vcxproj"
1438,"cmd/tools/gvcolor.vcxproj","cmd/tools/gvcolor.vcxproj"
1438,"cmd/dotty/dotty.vcxproj","cmd/dotty/dotty.vcxproj"
2197,"lib/gvpr/actions.c","lib/gvpr/actions.c"
2197,"CHANGELOG.md","CHANGELOG.md"
1465,"cmake/modify_gml2gv_gmlparse.cmake.in","cmake/modify_gml2gv_gmlparse.cmake.in"
1465,"cmake/modify_cgraph_grammar.cmake.in","cmake/modify_cgraph_grammar.cmake.in"
1465,"cmake/modify_common_htmlparse.cmake.in","cmake/modify_common_htmlparse.cmake.in"
1608,"cmd/tools/ccomps.vcxproj","cmd/tools/ccomps.vcxproj"
1608,"windows/dependencies/libraries","windows/dependencies/libraries"
1608,"cmd/tools/tred.c","cmd/tools/tred.c"
1608,"windows/CMakeLists.txt","windows/CMakeLists.txt"
1608,"cmd/tools/ccomps.c","cmd/tools/ccomps.c"
1608,"cmd/tools/gc.vcxproj","cmd/tools/gc.vcxproj"
1608,"windows/getopt/CMakeLists.txt","windows/getopt/CMakeLists.txt"
1608,"cmd/tools/gvgen.vcxproj","cmd/tools/gvgen.vcxproj"
1608,"cmd/smyrna/smyrna.vcxproj","cmd/smyrna/smyrna.vcxproj"
1608,"CMakeLists.txt","CMakeLists.txt"
1608,"cmd/lefty/lefty.c","cmd/lefty/lefty.c"
1608,"cmd/tools/graphml2gv.vcxproj","cmd/tools/graphml2gv.vcxproj"
1608,"windows/getopt/getopt.h","windows/getopt/getopt.h"
1608,"cmd/tools/gvpack.vcxproj","cmd/tools/gvpack.vcxproj"
1608,"cmd/tools/gvpack.c","cmd/tools/gvpack.c"
1608,"windows/getopt/getopt.c","windows/getopt/getopt.c"
1608,"windows/getopt/getopt.vcxproj.filters","windows/getopt/getopt.vcxproj.filters"
1608,"cmd/gvedit/main.cpp","cmd/gvedit/main.cpp"
1608,"cmd/mingle/minglemain.c","cmd/mingle/minglemain.c"
1608,"cmd/tools/dijkstra.vcxproj","cmd/tools/dijkstra.vcxproj"
1608,"cmake/FindPangoCairo.cmake","cmake/FindPangoCairo.cmake"
1608,"cmd/tools/unflatten.vcxproj","cmd/tools/unflatten.vcxproj"
1608,"windows/getopt/getopt.vcxproj","windows/getopt/getopt.vcxproj"
1608,"cmd/smyrna/main.c","cmd/smyrna/main.c"
1608,"cmd/edgepaint/edgepaint.vcxproj","cmd/edgepaint/edgepaint.vcxproj"
1608,"cmd/tools/mm2gv.c","cmd/tools/mm2gv.c"
1608,"cmake/config_checks.cmake","cmake/config_checks.cmake"
1608,"cmd/tools/bcomps.vcxproj","cmd/tools/bcomps.vcxproj"
1608,"cmd/tools/gxl2gv.vcxproj","cmd/tools/gxl2gv.vcxproj"
1608,".gitignore",".gitignore"
1608,"lib/gvpr/gvprlib.vcxproj","lib/gvpr/gvprlib.vcxproj"
1608,"graphviz.sln","graphviz.sln"
1608,"rtest/test_tools.py","rtest/test_tools.py"
1608,"cmd/tools/gv2gml.vcxproj","cmd/tools/gv2gml.vcxproj"
1608,"cmd/tools/nop.vcxproj","cmd/tools/nop.vcxproj"
1608,"cmd/gvmap/cluster.c","cmd/gvmap/cluster.c"
1608,"cmd/tools/gc.c","cmd/tools/gc.c"
1608,"cmd/gvmap/gvmap.c","cmd/gvmap/gvmap.c"
1608,"cmd/gvmap/gvmap.vcxproj","cmd/gvmap/gvmap.vcxproj"
1608,"cmd/tools/tred2.c","cmd/tools/tred2.c"
1608,"cmd/tools/gml2gv.vcxproj","cmd/tools/gml2gv.vcxproj"
1608,"doc/libgraph/sccmap.c","doc/libgraph/sccmap.c"
1608,"cmd/tools/tred.vcxproj","cmd/tools/tred.vcxproj"
1608,"contrib/prune/prune.vcxproj","contrib/prune/prune.vcxproj"
1608,"cmd/tools/acyclic.vcxproj","cmd/tools/acyclic.vcxproj"
1608,"cmd/tools/mm2gv.vcxproj","cmd/tools/mm2gv.vcxproj"
1608,"cmake/FindGetopt.cmake","cmake/FindGetopt.cmake"
1608,"cmake/FindCairo.cmake","cmake/FindCairo.cmake"
1608,"cmd/tools/sccmap.vcxproj","cmd/tools/sccmap.vcxproj"
1608,"cmd/tools/gvcolor.c","cmd/tools/gvcolor.c"
1608,"cmd/tools/nop.c","cmd/tools/nop.c"
1608,"lib/spine/spine.c","lib/spine/spine.c"
1608,"cmake/FindANN.cmake","cmake/FindANN.cmake"
1608,"cmake/FindGD.cmake","cmake/FindGD.cmake"
1608,"cmd/tools/dijkstra.c","cmd/tools/dijkstra.c"
1608,"cmd/tools/sccmap.c","cmd/tools/sccmap.c"
1608,"cmd/tools/CMakeLists.txt","cmd/tools/CMakeLists.txt"
1608,"lib/pack/ptest.c","lib/pack/ptest.c"
1608,"cmd/gvmap/gvmap.sh","cmd/gvmap/gvmap.sh"
1608,"cmd/edgepaint/edgepaintmain.c","cmd/edgepaint/edgepaintmain.c"
1608,"cmd/mingle/mingle.vcxproj","cmd/mingle/mingle.vcxproj"
1608,"config-cmake.h.in","config-cmake.h.in"
1608,"cmd/tools/bcomps.c","cmd/tools/bcomps.c"
1608,"cmd/tools/gvcolor.vcxproj","cmd/tools/gvcolor.vcxproj"
2474,"rtest/test_regression.py","rtest/test_regression.py"
1691,"rtest/test_regression.py","rtest/test_regression.py"
1691,"lib/common/labels.c","lib/common/labels.c"
1691,"rtest/rtest.py","rtest/rtest.py"
1691,"lib/cgraph/id.c","lib/cgraph/id.c"
2615,"lib/ortho/maze.c","lib/ortho/maze.c"
2615,"lib/ortho/ortho.c","lib/ortho/ortho.c"
1582,"plugin/core/gvrender_core_mp.c","plugin/core/gvrender_core_mp.c"
1582,"plugin/lasi/gvloadimage_lasi.c","plugin/lasi/gvloadimage_lasi.c"
1582,"plugin/ming/Makefile.am","plugin/ming/Makefile.am"
1582,"plugin/ming/gvrender_ming.c","plugin/ming/gvrender_ming.c"
1582,"plugin/webp/gvdevice_webp.c","plugin/webp/gvdevice_webp.c"
1582,"plugin/gdiplus/gvtextlayout_gdiplus.cpp","plugin/gdiplus/gvtextlayout_gdiplus.cpp"
1582,"plugin/quartz/gvdevice_quartz.c","plugin/quartz/gvdevice_quartz.c"
1582,"plugin/dot_layout/CMakeLists.txt","plugin/dot_layout/CMakeLists.txt"
1582,"plugin/lasi/gvplugin_lasi.c","plugin/lasi/gvplugin_lasi.c"
1582,"plugin/core/gvplugin_core.vcxproj","plugin/core/gvplugin_core.vcxproj"
1582,"plugin/poppler/gvplugin_poppler.c","plugin/poppler/gvplugin_poppler.c"
1582,"plugin/core/gvrender_core_hpgl.c","plugin/core/gvrender_core_hpgl.c"
1582,"plugin/pango/Makefile.am","plugin/pango/Makefile.am"
1582,"plugin/gdk/gvplugin_gdk.c","plugin/gdk/gvplugin_gdk.c"
1582,"plugin/visio/VisioText.h","plugin/visio/VisioText.h"
1582,"plugin/core/gvrender_core_svg.c","plugin/core/gvrender_core_svg.c"
1582,"plugin/gdiplus/gvloadimage_gdiplus.cpp","plugin/gdiplus/gvloadimage_gdiplus.cpp"
1582,"plugin/gtk/callbacks.c","plugin/gtk/callbacks.c"
1582,"plugin/dot_layout/gvplugin_dot_layout.c","plugin/dot_layout/gvplugin_dot_layout.c"
1582,"plugin/visio/Makefile.am","plugin/visio/Makefile.am"
1582,"plugin/core/gvrender_core_pic.c","plugin/core/gvrender_core_pic.c"
1582,"plugin/devil/Makefile.am","plugin/devil/Makefile.am"
1582,"plugin/xlib/gvplugin_xlib.c","plugin/xlib/gvplugin_xlib.c"
1582,"plugin/core/gvrender_core_map.c","plugin/core/gvrender_core_map.c"
1582,"plugin/lasi/gvrender_lasi.cpp","plugin/lasi/gvrender_lasi.cpp"
1582,"plugin/visio/VisioGraphic.cpp","plugin/visio/VisioGraphic.cpp"
1582,"plugin/core/gvrender_core_json.c","plugin/core/gvrender_core_json.c"
1582,"plugin/devil/gvplugin_devil.c","plugin/devil/gvplugin_devil.c"
1582,"plugin/webp/Makefile.am","plugin/webp/Makefile.am"
1582,"plugin/lasi/Makefile.am","plugin/lasi/Makefile.am"
1582,"plugin/neato_layout/gvplugin_neato_layout.vcxproj","plugin/neato_layout/gvplugin_neato_layout.vcxproj"
1582,"plugin/core/gvrender_core_fig.c","plugin/core/gvrender_core_fig.c"
1582,"plugin/pango/gvrender_pango.c","plugin/pango/gvrender_pango.c"
1582,"plugin/pango/gvplugin_pango.vcxproj","plugin/pango/gvplugin_pango.vcxproj"
1582,"plugin/pango/gvgetfontlist_pango.c","plugin/pango/gvgetfontlist_pango.c"
1582,"plugin/gd/CMakeLists.txt","plugin/gd/CMakeLists.txt"
1582,"plugin/quartz/gvplugin_quartz.c","plugin/quartz/gvplugin_quartz.c"
1582,"plugin/gdk/Makefile.am","plugin/gdk/Makefile.am"
1582,"plugin/pango/CMakeLists.txt","plugin/pango/CMakeLists.txt"
1582,"plugin/core/gvrender_core_ps.c","plugin/core/gvrender_core_ps.c"
