"linked_id","before","after"
1760,"lib/cgraph/cgraph.h","lib/cgraph/cgraph.h"
1760,"lib/common/globals.h","lib/common/globals.h"
1760,"lib/sfio/sfio.h","lib/sfio/sfio.h"
1760,"cmd/dot/dot_builtins.c","cmd/dot/dot_builtins.c"
1553,"lib/expr/expr.h","lib/expr/expr.h"
1553,"lib/expr/expr.vcxproj","lib/expr/expr.vcxproj"
1553,"lib/expr/exparse.y","lib/expr/exparse.y"
1553,"lib/expr/Makefile.am","lib/expr/Makefile.am"
2817,"lib/gvpr/gvpr.c","lib/gvpr/gvpr.c"
1454,"tclpkg/gv/gv_doc_template.tcl","tclpkg/gv/gv_doc_template.tcl"
1511,".gitlab-ci.yml",".gitlab-ci.yml"
1511,"windows/dependencies/graphviz-build-utilities","windows/dependencies/graphviz-build-utilities"
2560,"configure.ac","configure.ac"
2560,"plugin/gdk/gvloadimage_gdk.c","plugin/gdk/gvloadimage_gdk.c"
2560,"plugin/gdk/CMakeLists.txt","plugin/gdk/CMakeLists.txt"
2560,"plugin/gdk/gvdevice_gdk.c","plugin/gdk/gvdevice_gdk.c"
2560,"plugin/CMakeLists.txt","plugin/CMakeLists.txt"
2560,"windows/include/config.h","windows/include/config.h"
2029,"lib/gvc/gvdevice.c","lib/gvc/gvdevice.c"
2029,"lib/gvc/gvio.h","lib/gvc/gvio.h"
2029,"lib/gvc/gvc.def","lib/gvc/gvc.def"
3060,"cmd/gvpr/Makefile.am","cmd/gvpr/Makefile.am"
3060,"lib/sfio/CMakeLists.txt","lib/sfio/CMakeLists.txt"
3060,"lib/ast/sfstr.h","lib/ast/sfstr.h"
3060,"lib/sfio/sfio_t.h","lib/sfio/sfio_t.h"
3060,"lib/sfio/Sfio_f/_sffileno.c","lib/sfio/Sfio_f/_sffileno.c"
3060,"lib/sfio/Sfio_f/_sfgetc.c","lib/sfio/Sfio_f/_sfgetc.c"
3060,"lib/sfio/Sfio_f/_sfslen.c","lib/sfio/Sfio_f/_sfslen.c"
3060,"lib/expr/exlib.h","lib/expr/exlib.h"
3060,"lib/expr/Makefile.am","lib/expr/Makefile.am"
3060,"lib/sfio/sfio.h","lib/sfio/sfio.h"
3060,"lib/sfio/Sfio_f/_sfputc.c","lib/sfio/Sfio_f/_sfputc.c"
2584,"rtest/test_regression.py","rtest/test_regression.py"
2584,"rtest/2095.dot","rtest/2095.dot"
1282,"plugin/pango/gvplugin_pango.vcxproj","plugin/pango/gvplugin_pango.vcxproj"
2537,"share/gui/fish.PNG","share/gui/fish.PNG"
2537,"share/gui/magnifier.png","share/gui/magnifier.png"
2537,"share/gui/rect_select2.png","share/gui/rect_select2.png"
2537,"share/gui/zoomplus.raw","share/gui/zoomplus.raw"
2537,"share/gui/ltwopi.png","share/gui/ltwopi.png"
2537,"share/gui/ldot.png","share/gui/ldot.png"
2537,"share/gui/ok2.raw","share/gui/ok2.raw"
2537,"share/gui/hourglass.png","share/gui/hourglass.png"
2537,"share/gui/edge.png","share/gui/edge.png"
2537,"share/gui/find_edge.png","share/gui/find_edge.png"
2537,"share/gui/rect_select.png","share/gui/rect_select.png"
2537,"share/gui/magifier_zoom_out.png","share/gui/magifier_zoom_out.png"
2537,"windows/graphviz-msi/setup/setup.vdproj","windows/graphviz-msi/setup/setup.vdproj"
2537,"share/gui/lcirco.png","share/gui/lcirco.png"
2537,"share/gui/Makefile.am","share/gui/Makefile.am"
2537,"share/gui/newzoom.png","share/gui/newzoom.png"
2537,"share/gui/deletE_edge.png","share/gui/deletE_edge.png"
2537,"share/gui/glade-3.png","share/gui/glade-3.png"
2537,"share/gui/delete_node.png","share/gui/delete_node.png"
2537,"share/gui/add_edge.png","share/gui/add_edge.png"
2537,"share/gui/find_node.png","share/gui/find_node.png"
2537,"share/gui/magnifier_zoom_in.png","share/gui/magnifier_zoom_in.png"
2537,"share/gui/new_node.png","share/gui/new_node.png"
2537,"share/gui/ok3.raw","share/gui/ok3.raw"
2537,"share/gui/node.png","share/gui/node.png"
2537,"windows/graphviz-msi/setup/setup_stable.vdproj","windows/graphviz-msi/setup/setup_stable.vdproj"
2537,"share/gui/select.png","share/gui/select.png"
2537,"share/gui/lneato.png","share/gui/lneato.png"
2537,"share/gui/lfdp.png","share/gui/lfdp.png"
2537,"share/gui/AntiselectRect.png","share/gui/AntiselectRect.png"
2537,"share/gui/fit.png","share/gui/fit.png"
2537,"share/gui/ok.raw","share/gui/ok.raw"
2537,"share/gui/zoomminus.raw","share/gui/zoomminus.raw"
2537,"share/gui/AntiselectRectX.png","share/gui/AntiselectRectX.png"
2537,"share/gui/dot.PNG","share/gui/dot.PNG"
2537,"share/gui/rotate.raw","share/gui/rotate.raw"
2537,"share/gui/rotate.png","share/gui/rotate.png"
2666,"CHANGELOG.md","CHANGELOG.md"
2666,"cmd/tools/gmlparse.y","cmd/tools/gmlparse.y"
2666,"tests/test_regression.py","tests/test_regression.py"
2481,"ci/deploy.py","ci/deploy.py"
1460,"lib/vmalloc/vmopen.c","lib/vmalloc/vmopen.c"
1460,"lib/vmalloc/vmalloc.h","lib/vmalloc/vmalloc.h"
1460,"rtest/test_vmalloc.py","rtest/test_vmalloc.py"
1460,"lib/vmalloc/vmbest.c","lib/vmalloc/vmbest.c"
1460,"lib/expr/exopen.c","lib/expr/exopen.c"
1460,"lib/vmalloc/Makefile.am","lib/vmalloc/Makefile.am"
1460,"lib/vmalloc/vmhdr.h","lib/vmalloc/vmhdr.h"
1460,"lib/vmalloc/vmstrdup.c","lib/vmalloc/vmstrdup.c"
1460,"lib/vmalloc/README","lib/vmalloc/README"
1460,"lib/vmalloc/vmclose.c","lib/vmalloc/vmclose.c"
1460,"lib/vmalloc/vmclear.c","lib/vmalloc/vmclear.c"
1460,"CHANGELOG.md","CHANGELOG.md"
1460,"lib/expr/exeval.c","lib/expr/exeval.c"
1460,"lib/vmalloc/vmalloc.vcxproj.filters","lib/vmalloc/vmalloc.vcxproj.filters"
1460,"lib/cgraph/mem.c","lib/cgraph/mem.c"
1460,"lib/vmalloc/vmalloc.vcxproj","lib/vmalloc/vmalloc.vcxproj"
1460,"lib/vmalloc/CMakeLists.txt","lib/vmalloc/CMakeLists.txt"
1460,"lib/cgraph/cgraph.h","lib/cgraph/cgraph.h"
1460,"lib/vmalloc/test.c","lib/vmalloc/test.c"
1460,"lib/vmalloc/vmdcheap.c","lib/vmalloc/vmdcheap.c"
1460,"lib/vmalloc/vmprivate.c","lib/vmalloc/vmprivate.c"
3029,"cmake/config_checks.cmake","cmake/config_checks.cmake"
3029,"cmake/FindGD.cmake","cmake/FindGD.cmake"
3029,"plugin/gd/CMakeLists.txt","plugin/gd/CMakeLists.txt"
3029,"config-cmake.h.in","config-cmake.h.in"
3029,"plugin/webp/CMakeLists.txt","plugin/webp/CMakeLists.txt"
3029,"CHANGELOG.md","CHANGELOG.md"
2164,"lib/gvc/CMakeLists.txt","lib/gvc/CMakeLists.txt"
2164,"CHANGELOG.md","CHANGELOG.md"
2513,"rtest/gvtest.py","rtest/gvtest.py"
2513,"rtest/test_regression.py","rtest/test_regression.py"
2513,"rtest/2211.gvpr","rtest/2211.gvpr"
2513,"lib/gvpr/actions.c","lib/gvpr/actions.c"
2513,"CHANGELOG.md","CHANGELOG.md"
1611,"rtest/test_regression.py","rtest/test_regression.py"
1611,"CHANGELOG.md","CHANGELOG.md"
1611,"rtest/1845.dot","rtest/1845.dot"
2939,"lib/cgraph/attr.c","lib/cgraph/attr.c"
2939,"lib/cgraph/node.c","lib/cgraph/node.c"
2939,"CHANGELOG.md","CHANGELOG.md"
1595,"configure.ac","configure.ac"
1574,"cmd/tools/cvtgxl.c","cmd/tools/cvtgxl.c"
1574,"cmd/edgepaint/edgepaintmain.c","cmd/edgepaint/edgepaintmain.c"
1574,"cmd/tools/gml2gv.c","cmd/tools/gml2gv.c"
1574,"cmd/tools/unflatten.c","cmd/tools/unflatten.c"
1574,"lib/vpsc/constraint.cpp","lib/vpsc/constraint.cpp"
1574,"cmd/tools/gv2gml.c","cmd/tools/gv2gml.c"
1574,"cmd/tools/sccmap.c","cmd/tools/sccmap.c"
1574,"cmd/tools/gvpack.c","cmd/tools/gvpack.c"
1574,"cmd/gvmap/country_graph_coloring.c","cmd/gvmap/country_graph_coloring.c"
1574,"cmd/tools/acyclic.c","cmd/tools/acyclic.c"
1574,"cmd/lefty/lefty.c","cmd/lefty/lefty.c"
1574,"cmd/tools/graphml2gv.c","cmd/tools/graphml2gv.c"
3101,"lib/common/splines.c","lib/common/splines.c"
3101,"lib/common/types.h","lib/common/types.h"
3101,"lib/common/render.h","lib/common/render.h"
3101,"lib/common/arrows.c","lib/common/arrows.c"
3101,"CHANGELOG.md","CHANGELOG.md"
3101,"lib/common/const.h","lib/common/const.h"
3101,"lib/neatogen/neatoinit.c","lib/neatogen/neatoinit.c"
2418,"rtest/test_regression.py","rtest/test_regression.py"
1507,".gitlab-ci.yml",".gitlab-ci.yml"
1507,"windows/dependencies/graphviz-build-utilities","windows/dependencies/graphviz-build-utilities"
1727,"rtest/test_regression.py","rtest/test_regression.py"
1727,"doc/FAQ.html","doc/FAQ.html"
1383,"lib/sfdpgen/post_process.c","lib/sfdpgen/post_process.c"
1383,"lib/sfio/sfhdr.h","lib/sfio/sfhdr.h"
1383,"lib/edgepaint/node_distinct_coloring.c","lib/edgepaint/node_distinct_coloring.c"
1383,"lib/sparse/SparseMatrix.c","lib/sparse/SparseMatrix.c"
1383,"lib/sparse/general.h","lib/sparse/general.h"
1383,"cmd/tools/matrix_market.c","cmd/tools/matrix_market.c"
1383,"cmd/gvmap/make_map.c","cmd/gvmap/make_map.c"
1383,"lib/sfdpgen/spring_electrical.c","lib/sfdpgen/spring_electrical.c"
1383,"lib/sparse/LinkedList.c","lib/sparse/LinkedList.c"
1383,"lib/sparse/mq.c","lib/sparse/mq.c"
1383,"lib/sfdpgen/sparse_solve.c","lib/sfdpgen/sparse_solve.c"
1383,"lib/common/geom.h","lib/common/geom.h"
1383,"lib/mingle/edge_bundling.c","lib/mingle/edge_bundling.c"
1383,"lib/edgepaint/furtherest_point.c","lib/edgepaint/furtherest_point.c"
1383,"lib/mingle/agglomerative_bundling.c","lib/mingle/agglomerative_bundling.c"
2462,"rtest/gvtest.py","rtest/gvtest.py"
2462,"rtest/test_regression.py","rtest/test_regression.py"
2462,"rtest/2193.dot","rtest/2193.dot"
2337,"lib/edgepaint/Makefile.am","lib/edgepaint/Makefile.am"
2337,"lib/edgepaint/lab_gamut.vcxproj","lib/edgepaint/lab_gamut.vcxproj"
2337,"lib/edgepaint/lab_gamut.h","lib/edgepaint/lab_gamut.h"
2337,"lib/edgepaint/edgepaintlib.vcxproj","lib/edgepaint/edgepaintlib.vcxproj"
2337,"lib/edgepaint/lab_gamut.def","lib/edgepaint/lab_gamut.def"
1726,"ci/ubuntu-18.04/Dockerfile","ci/ubuntu-18.04/Dockerfile"
1726,"ci/centos7/Dockerfile","ci/centos7/Dockerfile"
1726,"ci/centos8/Dockerfile","ci/centos8/Dockerfile"
1726,"ci/ubuntu-19.10/Dockerfile","ci/ubuntu-19.10/Dockerfile"
1726,"ci/ubuntu-20.04/Dockerfile","ci/ubuntu-20.04/Dockerfile"
1440,"cmake/package_info.cmake","cmake/package_info.cmake"
1440,".gitlab-ci.yml",".gitlab-ci.yml"
1440,"Makefile.am","Makefile.am"
1440,"DEVELOPERS.md","DEVELOPERS.md"
1440,"CMakeLists.txt","CMakeLists.txt"
2975,"plugin/core/gvrender_core_map.c","plugin/core/gvrender_core_map.c"
2975,"CHANGELOG.md","CHANGELOG.md"
1476,"lib/version/version.vcxproj","lib/version/version.vcxproj"
1476,".gitignore",".gitignore"
1476,".gitlab-ci.yml",".gitlab-ci.yml"
1476,"gen_version.py","gen_version.py"
1476,"windows/include/builddate.h","windows/include/builddate.h"
1476,"autogen.sh","autogen.sh"
1476,"graphviz.sln","graphviz.sln"
1476,"DEVELOPERS.md","DEVELOPERS.md"
1476,"windows/include/config.h","windows/include/config.h"
1476,"CMakeLists.txt","CMakeLists.txt"
3167,"lib/dotgen/compound.c","lib/dotgen/compound.c"
3167,"tests/1879-2.dot","tests/1879-2.dot"
3167,"tests/1949.dot","tests/1949.dot"
3167,"CHANGELOG.md","CHANGELOG.md"
3167,"tests/test_regression.py","tests/test_regression.py"
2893,"plugin/gdk/CMakeLists.txt","plugin/gdk/CMakeLists.txt"
1613,"CHANGELOG.md","CHANGELOG.md"
1613,"cmd/lefty/os/unix/io.c","cmd/lefty/os/unix/io.c"
2715,"cmd/smyrna/CMakeLists.txt","cmd/smyrna/CMakeLists.txt"
2715,"lib/pathplan/CMakeLists.txt","lib/pathplan/CMakeLists.txt"
2715,"cmd/tools/Makefile.am","cmd/tools/Makefile.am"
2715,"plugin/lasi/CMakeLists.txt","plugin/lasi/CMakeLists.txt"
2715,"cmd/tools/CMakeLists.txt","cmd/tools/CMakeLists.txt"
2715,"lib/glcomp/CMakeLists.txt","lib/glcomp/CMakeLists.txt"
2715,"lib/sparse/CMakeLists.txt","lib/sparse/CMakeLists.txt"
2715,"CHANGELOG.md","CHANGELOG.md"
2715,"CMakeLists.txt","CMakeLists.txt"
2715,"cmd/gvmap/CMakeLists.txt","cmd/gvmap/CMakeLists.txt"
2715,"cmd/edgepaint/CMakeLists.txt","cmd/edgepaint/CMakeLists.txt"
2715,"lib/gvc/CMakeLists.txt","lib/gvc/CMakeLists.txt"
2715,"lib/xdot/xdot.c","lib/xdot/xdot.c"
1916,"lib/cgraph/Makefile.am","lib/cgraph/Makefile.am"
1916,"lib/sparse/DotIO.c","lib/sparse/DotIO.c"
1916,"lib/cgraph/sprint.h","lib/cgraph/sprint.h"
1916,"lib/cgraph/sprint.c","lib/cgraph/sprint.c"
1916,"rtest/test_sprint.py","rtest/test_sprint.py"
1916,"lib/cgraph/cgraph.vcxproj","lib/cgraph/cgraph.vcxproj"
1916,"lib/cgraph/cgraph.vcxproj.filters","lib/cgraph/cgraph.vcxproj.filters"
1916,"lib/cgraph/test_sprint.c","lib/cgraph/test_sprint.c"
3129,"lib/dotgen/class2.c","lib/dotgen/class2.c"
3129,"tests/gvtest.py","tests/gvtest.py"
3129,"tests/2087.dot","tests/2087.dot"
3129,"lib/dotgen/cluster.c","lib/dotgen/cluster.c"
3129,"CHANGELOG.md","CHANGELOG.md"
3129,"lib/dotgen/dotprocs.h","lib/dotgen/dotprocs.h"
3129,"tests/test_regression.py","tests/test_regression.py"
1670,"configure.ac","configure.ac"
1670,"cmd/gvedit/Makefile.am","cmd/gvedit/Makefile.am"
1670,"CHANGELOG.md","CHANGELOG.md"
1442,"lib/common/input.c","lib/common/input.c"
3070,"lib/fdpgen/layout.c","lib/fdpgen/layout.c"
3070,"CHANGELOG.md","CHANGELOG.md"
1992,".gitlab-ci.yml",".gitlab-ci.yml"
1992,"ci/out-of-source-build.sh","ci/out-of-source-build.sh"
1579,"rtest/test_regression.py","rtest/test_regression.py"
1579,"rtest/Makefile.am","rtest/Makefile.am"
1860,".gitlab-ci.yml",".gitlab-ci.yml"
1824,"doc/infosrc/templates/colors.html.j2","doc/infosrc/templates/colors.html.j2"
1824,"doc/infosrc/mkcolors.awk","doc/infosrc/mkcolors.awk"
1824,"doc/infosrc/Makefile","doc/infosrc/Makefile"
1824,"doc/infosrc/mkcolors.py","doc/infosrc/mkcolors.py"
1813,"lib/gvpr/gvpr.c","lib/gvpr/gvpr.c"
1813,"lib/gvpr/actions.c","lib/gvpr/actions.c"
1813,"lib/gvpr/parse.c","lib/gvpr/parse.c"
2047,"lib/cgraph/refstr.c","lib/cgraph/refstr.c"
2414,"lib/common/routespl.c","lib/common/routespl.c"
1422,"doc/dotguide/ndotguide.tex","doc/dotguide/ndotguide.tex"
1876,"rtest/test_regression.py","rtest/test_regression.py"
1876,"plugin/core/gvrender_core_vml.c","plugin/core/gvrender_core_vml.c"
1876,"lib/common/labels.c","lib/common/labels.c"
1876,"cmd/smyrna/smyrna_utils.c","cmd/smyrna/smyrna_utils.c"
1876,"cmd/tools/gv2gxl.c","cmd/tools/gv2gxl.c"
1876,"CHANGELOG.md","CHANGELOG.md"
2784,"lib/expr/exeval.c","lib/expr/exeval.c"
2784,"lib/gvpr/gprstate.c","lib/gvpr/gprstate.c"
2784,"lib/gvpr/gprstate.h","lib/gvpr/gprstate.h"
2784,"lib/gvpr/gvpr.c","lib/gvpr/gvpr.c"
2784,"lib/expr/expr.h","lib/expr/expr.h"
2784,"lib/gvpr/actions.h","lib/gvpr/actions.h"
2784,"lib/gvpr/compile.c","lib/gvpr/compile.c"
2784,"lib/gvpr/actions.c","lib/gvpr/actions.c"
2784,"lib/expr/exgram.h","lib/expr/exgram.h"
1456,"lib/vmalloc/vmstat.c","lib/vmalloc/vmstat.c"
1456,"lib/vmalloc/vmalloc.h","lib/vmalloc/vmalloc.h"
1456,"lib/vmalloc/vmtrace.c","lib/vmalloc/vmtrace.c"
1456,"lib/vmalloc/vmbest.c","lib/vmalloc/vmbest.c"
1456,"lib/expr/exopen.c","lib/expr/exopen.c"
1456,"lib/vmalloc/Makefile.am","lib/vmalloc/Makefile.am"
1456,"lib/vmalloc/vmdebug.c","lib/vmalloc/vmdebug.c"
1456,"lib/vmalloc/vmhdr.h","lib/vmalloc/vmhdr.h"
1456,"lib/vmalloc/vmregion.c","lib/vmalloc/vmregion.c"
1456,"lib/vmalloc/malloc.c","lib/vmalloc/malloc.c"
1456,"lib/vmalloc/vmset.c","lib/vmalloc/vmset.c"
1456,"lib/vmalloc/vmprofile.c","lib/vmalloc/vmprofile.c"
1456,"lib/vmalloc/vmsegment.c","lib/vmalloc/vmsegment.c"
1456,"lib/vmalloc/vmdisc.c","lib/vmalloc/vmdisc.c"
1456,"lib/vmalloc/vmalloc.vcxproj.filters","lib/vmalloc/vmalloc.vcxproj.filters"
1456,"lib/vmalloc/vmalloc.vcxproj","lib/vmalloc/vmalloc.vcxproj"
1456,"lib/vmalloc/CMakeLists.txt","lib/vmalloc/CMakeLists.txt"
1456,"lib/vmalloc/vmwalk.c","lib/vmalloc/vmwalk.c"
1456,"lib/vmalloc/vmlast.c","lib/vmalloc/vmlast.c"
1456,"lib/vmalloc/vmpool.c","lib/vmalloc/vmpool.c"
1472,"rtest/test_examples.py","rtest/test_examples.py"
2388,"tclpkg/gv/Makefile.am","tclpkg/gv/Makefile.am"
2388,"CHANGELOG.md","CHANGELOG.md"
2387,"cmake/configure_plugins.cmake","cmake/configure_plugins.cmake"
2387,"rtest/test_regression.py","rtest/test_regression.py"
2387,"lib/gvpr/gvpr.c","lib/gvpr/gvpr.c"
2387,"ci/mingw-install.sh","ci/mingw-install.sh"
2387,".gitlab-ci.yml",".gitlab-ci.yml"
2387,"cmake/FindPangoCairo.cmake","cmake/FindPangoCairo.cmake"
2387,"plugin/core/CMakeLists.txt","plugin/core/CMakeLists.txt"
2387,"CHANGELOG.md","CHANGELOG.md"
2387,"CMakeLists.txt","CMakeLists.txt"
2387,"ci/mingw-test.sh","ci/mingw-test.sh"
2387,"plugin/pango/gvplugin_pango.vcxproj","plugin/pango/gvplugin_pango.vcxproj"
2387,"plugin/pango/gvgetfontlist_pango.c","plugin/pango/gvgetfontlist_pango.c"
2387,"rtest/gvtest.py","rtest/gvtest.py"
2387,"plugin/gdiplus/CMakeLists.txt","plugin/gdiplus/CMakeLists.txt"
2387,"plugin/dot_layout/CMakeLists.txt","plugin/dot_layout/CMakeLists.txt"
2387,"plugin/gd/CMakeLists.txt","plugin/gd/CMakeLists.txt"
2387,"plugin/pango/CMakeLists.txt","plugin/pango/CMakeLists.txt"
2387,"plugin/neato_layout/CMakeLists.txt","plugin/neato_layout/CMakeLists.txt"
2387,"cmake/FindCairo.cmake","cmake/FindCairo.cmake"
2428,"lib/xdot/xdot.c","lib/xdot/xdot.c"
2428,"lib/cgraph/agxbuf.c","lib/cgraph/agxbuf.c"
2102,"lib/xdot/CMakeLists.txt","lib/xdot/CMakeLists.txt"
2102,"lib/pathplan/CMakeLists.txt","lib/pathplan/CMakeLists.txt"
2102,"cmd/gvpr/CMakeLists.txt","cmd/gvpr/CMakeLists.txt"
2102,"lib/gvc/CMakeLists.txt","lib/gvc/CMakeLists.txt"
2102,"cmd/dot/CMakeLists.txt","cmd/dot/CMakeLists.txt"
2102,"lib/cdt/CMakeLists.txt","lib/cdt/CMakeLists.txt"
2102,"lib/pack/CMakeLists.txt","lib/pack/CMakeLists.txt"
2102,"cmd/tools/CMakeLists.txt","cmd/tools/CMakeLists.txt"
2102,"CHANGELOG.md","CHANGELOG.md"
2102,"CMakeLists.txt","CMakeLists.txt"
2102,"lib/cgraph/CMakeLists.txt","lib/cgraph/CMakeLists.txt"
1345,"tests/regression_tests/large/long_chain","tests/regression_tests/large/long_chain"
1345,"lib/common/types.h","lib/common/types.h"
1345,"tests/regression_tests/regression_tests.bat","tests/regression_tests/regression_tests.bat"
1345,"tests/regression_tests/large/test_large_graphs.py","tests/regression_tests/large/test_large_graphs.py"
1345,"lib/dotgen/rank.c","lib/dotgen/rank.c"
1529,"windows/bin/build.ps1","windows/bin/build.ps1"
1529,"windows/bin/setup-build-utilities.ps1","windows/bin/setup-build-utilities.ps1"
1529,".gitlab-ci.yml",".gitlab-ci.yml"
1529,"windows/bin/setup-and-build.ps1","windows/bin/setup-and-build.ps1"
1529,"windows/dependencies/graphviz-build-utilities","windows/dependencies/graphviz-build-utilities"
1510,".gitlab-ci.yml",".gitlab-ci.yml"
1510,"windows/dependencies/graphviz-build-utilities","windows/dependencies/graphviz-build-utilities"
2561,"plugin/gtk/CMakeLists.txt","plugin/gtk/CMakeLists.txt"
2561,"plugin/CMakeLists.txt","plugin/CMakeLists.txt"
2561,"plugin/gtk/interface.c","plugin/gtk/interface.c"
1647,"rtest/test_examples.py","rtest/test_examples.py"
1647,"rtest/test_regression.py","rtest/test_regression.py"
1647,"tests/regression_tests/installation/test_installation.py","tests/regression_tests/installation/test_installation.py"
1647,".gitlab-ci.yml",".gitlab-ci.yml"
1647,"gen_version.py","gen_version.py"
1647,"rtest/test_tools.py","rtest/test_tools.py"
1647,"ci/tests.py","ci/tests.py"
1712,"lib/neatogen/quad_prog_solve.c","lib/neatogen/quad_prog_solve.c"
1712,"plugin.demo/xgtk/src/gvplugin_xgtk.c","plugin.demo/xgtk/src/gvplugin_xgtk.c"
1712,"lib/vmalloc/vmalloc.h","lib/vmalloc/vmalloc.h"
1712,"tclpkg/gdtclft/gdtclft.c","tclpkg/gdtclft/gdtclft.c"
1712,"cmd/gvpr/lib/Makefile.am","cmd/gvpr/lib/Makefile.am"
1712,"lib/sfio/sftable.c","lib/sfio/sftable.c"
1712,"cmd/smyrna/topviewfuncs.c","cmd/smyrna/topviewfuncs.c"
1712,"plugin/core/gvrender_core_hpgl.c","plugin/core/gvrender_core_hpgl.c"
1712,"lib/cgraph/agxbuf.h","lib/cgraph/agxbuf.h"
1712,"contrib/sdlshapes/sdlshapes.dot","contrib/sdlshapes/sdlshapes.dot"
1712,"lib/cgraph/agxbuf.c","lib/cgraph/agxbuf.c"
1712,"lib/gvc/gvrender.c","lib/gvc/gvrender.c"
1712,"lib/ast/fmtesc.c","lib/ast/fmtesc.c"
1712,"lib/glcomp/glcompimage.h","lib/glcomp/glcompimage.h"
1712,"plugin/pango/Makefile.am","plugin/pango/Makefile.am"
1712,"cmd/smyrna/topviewfuncs.h","cmd/smyrna/topviewfuncs.h"
1712,"lib/neatogen/constraint.c","lib/neatogen/constraint.c"
1712,"plugin/core/gvrender_core_svg.c","plugin/core/gvrender_core_svg.c"
1712,"lib/dotgen/acyclic.c","lib/dotgen/acyclic.c"
1712,"lib/glcomp/glcompimage.c","lib/glcomp/glcompimage.c"
1712,"lib/neatogen/neatosplines.c","lib/neatogen/neatosplines.c"
1712,"plugin/gdiplus/FileStream.h","plugin/gdiplus/FileStream.h"
1712,"cmd/lefty/ws/x11/garray.c","cmd/lefty/ws/x11/garray.c"
1712,"cmd/smyrna/gltemplate.c","cmd/smyrna/gltemplate.c"
1712,"lib/edgepaint/node_distinct_coloring.c","lib/edgepaint/node_distinct_coloring.c"
1712,"lib/glcomp/glcomptextpng.h","lib/glcomp/glcomptextpng.h"
1712,"cmd/smyrna/gltemplate.h","cmd/smyrna/gltemplate.h"
1712,"awk/brewer.awk","awk/brewer.awk"
1712,"lib/edgepaint/node_distinct_coloring.h","lib/edgepaint/node_distinct_coloring.h"
1712,"lib/ortho/partition.c","lib/ortho/partition.c"
1712,"plugin/webp/Makefile.am","plugin/webp/Makefile.am"
1712,"cmd/lefty/code.c","cmd/lefty/code.c"
1712,"cmd/tools/cvtgxl.c","cmd/tools/cvtgxl.c"
1712,"lib/sfio/sfnew.c","lib/sfio/sfnew.c"
1712,"lib/sfio/Sfio_f/_sfgetc.c","lib/sfio/Sfio_f/_sfgetc.c"
1712,"lib/glcomp/glcomptextpng.c","lib/glcomp/glcomptextpng.c"
1712,"lib/xdot/xdot.h","lib/xdot/xdot.h"
1712,"cmd/lefty/code.h","cmd/lefty/code.h"
1712,"lib/xdot/xdot.c","lib/xdot/xdot.c"
1712,"lib/topfish/hierarchy.c","lib/topfish/hierarchy.c"
1712,"lib/sfdpgen/post_process.c","lib/sfdpgen/post_process.c"
1712,"lib/gvc/gvcext.h","lib/gvc/gvcext.h"
1712,"cmd/gvedit/mainwindow.h","cmd/gvedit/mainwindow.h"
1712,"lib/vmalloc/Makefile.am","lib/vmalloc/Makefile.am"
1712,"plugin/gd/gvtextlayout_gd.c","plugin/gd/gvtextlayout_gd.c"
1712,"lib/circogen/nodeset.c","lib/circogen/nodeset.c"
1712,"lib/ast/chrtoi.c","lib/ast/chrtoi.c"
1712,"macosx/GVApplicationDelegate.h","macosx/GVApplicationDelegate.h"
1712,"plugin/pango/gvgetfontlist.h","plugin/pango/gvgetfontlist.h"
1712,"lib/common/types.h","lib/common/types.h"
1712,"plugin/neato_layout/gvplugin_neato_layout.c","plugin/neato_layout/gvplugin_neato_layout.c"
1712,"lib/circogen/nodeset.h","lib/circogen/nodeset.h"
1712,"plugin/rsvg/gvloadimage_rsvg.c","plugin/rsvg/gvloadimage_rsvg.c"
1712,"plugin/gdiplus/gvplugin_gdiplus.cpp","plugin/gdiplus/gvplugin_gdiplus.cpp"
1712,"cmd/lefty/ws/mswin32/gcanvas.c","cmd/lefty/ws/mswin32/gcanvas.c"
1712,"lib/circogen/stack.h","lib/circogen/stack.h"
1712,"plugin/webp/gvplugin_webp.c","plugin/webp/gvplugin_webp.c"
1712,"lib/circogen/stack.c","lib/circogen/stack.c"
1712,"lib/sfdpgen/post_process.h","lib/sfdpgen/post_process.h"
1712,"macosx/GVApplicationDelegate.m","macosx/GVApplicationDelegate.m"
1712,"lib/expr/exstash.c","lib/expr/exstash.c"
1712,"cmd/tools/ccomps.c","cmd/tools/ccomps.c"
1712,"plugin/neato_layout/gvlayout_neato_layout.c","plugin/neato_layout/gvlayout_neato_layout.c"
1712,"cmd/gvmap/power.h","cmd/gvmap/power.h"
1712,"cmd/lefty/aix_mods/exec.c","cmd/lefty/aix_mods/exec.c"
1712,"windows/ExternalPropertyTab.cs","windows/ExternalPropertyTab.cs"
1712,"cmd/gvedit/mainwindow.cpp","cmd/gvedit/mainwindow.cpp"
1712,"cmd/gvmap/power.c","cmd/gvmap/power.c"
1712,"lib/fdpgen/Makefile.am","lib/fdpgen/Makefile.am"
1712,"plugin/gtk/gvplugin_gtk.c","plugin/gtk/gvplugin_gtk.c"
1712,"cmd/Makefile.am","cmd/Makefile.am"
1712,"lib/common/intset.h","lib/common/intset.h"
1712,"plugin.demo/xgtk/xgtk-plugin.spec.in","plugin.demo/xgtk/xgtk-plugin.spec.in"
